openess,conscientiousness,extraversion,agreeableness,emotional_range
0.8721100588625428,0.6916210672785243,0.6351608373978592,0.036064712835450985,0.9316002641769777
0.9085170582087594,0.7151958763287358,0.6006030424298024,0.28879337985538406,0.7928880724538432
0.9621957787208735,0.6162790269936533,0.8226793357188128,0.3226368744988106,0.7044054227100075
0.9879130171234811,0.8245392649668811,0.6168565376080403,0.8418454879293176,0.601004145313643
0.9917511218854487,0.639739210807758,0.44050263929646827,0.3028063527466456,0.651482971395047
0.8094370041177708,0.588297556642727,0.5333069556732232,0.2546345136712893,0.7514630061268508
0.7452986728507364,0.8415735036783456,0.5660028849332864,0.73644140786109,0.9319608744070379
0.8642701911064142,0.829645891113645,0.6949703361061381,0.4316599068035536,0.7847932149604273
0.7944176873233014,0.698460675627701,0.18733551400489146,0.07133454955014562,0.7246042602315486
0.688355698864241,0.8843551194448993,0.344253479008494,0.2402891928900538,0.7135638854724766
0.8046545264844059,0.9597574792338405,0.8740538764673218,0.9926807184252497,0.812709817162476
0.7262102822510847,0.9668179254583611,0.34225853719647914,0.610764960357133,0.949780736588032
0.8440101615647644,0.8111978093791316,0.7695001804410693,0.7508019980919642,0.942939163041111
0.4609441535573073,0.8920198959822765,0.5425375135651572,0.3925901171601169,0.9846283710673118
0.8119497180810079,0.8430881828721672,0.7794034756089966,0.16024311164862526,0.9546858267567051
0.821415470724107,0.1321875652321728,0.8827734393878122,0.43418600254927003,0.40398360813556855
0.8105194725220152,0.9027348865071831,0.35126075838503706,0.6272680252218436,0.7341456864869439
0.8105194725220152,0.9027348865071831,0.35126075838503706,0.3925901171601169,0.9846283710673118
